Instituição,Faculdade,Curso,Grau,Informações adicionais do curso (ex. em parceria com),Duração / ETCS,vagas_ano_das_vagas,vagas_fase_1,vagas_fase_2,vagas_fase_3,nota_do_ultimo_colocado_ano_ultimo_classificado,nota_do_ultimo_colocado_notas_fase_1,nota_do_ultimo_colocado_notas_fase_2,nota_do_ultimo_colocado_notas_fase_3,nota_do_ultimo_colocado_notas,provas_de_ingresso_ano_das_provas,provas_de_ingresso_expressao,provas_de_ingresso_provas,classificacao_minima_ano_da_classificacao,classificacao_minima_nota_de_candidatura,classificacao_minima_nota_prova_de_ingresso,formula_de_calculo_ano_da_formula,formula_de_calculo_percentagem_secundario,formula_de_calculo_nota_prova_de_ingresso,Pré-requisitos,Descrição,Saídas profissionais,Certificacao,Destaque,Novo,Selo
Universidade do Porto,Faculdade de Medicina,Medicina,Mestrado Integrado,,6 anos / 360 ECTS,2025,275,,,2024,"184,8",,,,2025,,02 Biologia e Geologia 07 Física e Química 16 Matemática,2025,140,140,2025,50%,50%,Grupo A - Comunicação interpessoal,"Se o teu sonho é vestir a ""bata branca"", o prestigiado curso de Medicina da FMUP dá-te a oportunidade de o concretizares sob a orientação de docentes com vasta experiência nos diferentes domínios da clínica e da investigação científica.
Para além de um ensino com um forte teor prático, que combina a sala de aula com o ambiente de laboratório e o contacto com pacientes ou manequins em ambiente de simulação, irás ainda beneficiar da proximidade ao Centro Hospitalar S. João e a outros estabelecimento de saúde afiliados, onde poderás experimentar todos os desafios da prática clínica.",Carreira médica; investigação médica; consultadoria na indústria farmacêutica; ensino médico.,,0,0,
Universidade do Porto,Faculdade de Medicina,Saúde Digital e Inovação Biomédica,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,35,,,2024,"179,0","187,8",,,2025,,02 Biologia e Geologia 16 Matemática,2025,140,140,2025,50%,50%,,"A nova licenciatura em Saúde Digital e Inovação Biomédica da U.Porto tem como objetivo formar profissionais capazes de conhecer os principais conceitos-chave e “linguagens” da biologia humana e da medicina clínica, dotando-os de competências práticas fundamentais em informática médica, ciência de dados, gestão e inovação biomédica. Esta interdisciplinaridade é essencial para a participação ativa na transformação digital e em processos de inovação em saúde.","Hospitais e Unidades de Saúde, Laboratórios de Investigação Básica e Clínica, Farmacêuticas e Empresas de Dispositivos Médicos, Empresas de Biotecnologia, Empresas de Informática Médica, Academia/Universidades, Organismos Públicos a nível nacional, europeu e internacional e Empresas de Consultadoria.",https://testes.local/wp-content/uploads/2024/04/prr-logos-1.jpg,0,1,https://testes.local/wp-content/uploads/2024/04/jovemsteam-1.jpg
Universidade do Porto,Faculdade de Medicina Dentária,Medicina Dentária,Mestrado Integrado,,5 anos / 300 ECTS,2025,66,,,2024,"174,8","180,0",,,2025,,02 Biologia e Geologia 07 Física e Química,2025,140,140,2025,50%,50%,Grupo A - Comunicação interpessoal,"Sustentado numa formação sólida, integrada e global do âmbito das ciências biológicas e médicas, o curso de Medicina Dentária permite-te desenvolver todas as competências teóricas e práticas necessárias para o exercício clínico como médico dentista ao mais alto nível. Poderás testar e desenvolver essas competências na reconhecida Clínica da FMDUP (direcionada para o atendimento clínico de pacientes) ou em visitas a escolas primárias da região, no âmbito de ações de promoção e prevenção no domínio da saúde oral.",Exercício da profissão de Médico Dentista em regime público ou privado; docência; investigação.,,0,0,
Universidade do Porto,proposta,Ciências da Educação,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,47,,,2024,"160,0","159,5",,,2025,Um dos seguintes conjuntos:,02 Biologia e Geologia 18 Português ou 11 História 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português,2025,95,95,2025,50%,50%,,"A licenciatura em Ciências da Educação proporciona-te uma formação de ""banda larga"", que te permitirá desenvolver competências de intervenção em múltiplas áreas formativas. O curso está estruturado em torno de cinco componentes, articuladas entre si: formação teórica pluridisciplinar em Educação; formação em metodologias de investigação quantitativas e qualitativas; formação teórico-prática promotora de competências comunicativo-relacionais, reflexivas e críticas; seminário de iniciação à mediação e à formação; Educação e Gestão Educacional.","Agências de Desenvolvimento Local; Associações culturais, recreativas, desportivas; Câmaras Municipais; Casas de Juventude; Centros de Educação e Formação de Adultos; Centros de Dia; Centros Sociais; Comissões de Proteção de Crianças e Jovens (CPCJ); Departamentos/Equipas de Educação para a Saúde; Escolas e Agrupamentos do Ensino Básico e Secundário e TEIP; Instituições de Proteção Social; Lares de Infância e Juventude; Serviços Educativos para a infância, juventude e 3.ª idade.",,0,0,
Universidade do Porto,Faculdade de Psicologia e de Ciências da Educação,Psicologia,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,123,,,2024,"169,5","179,0",,,2025,Um dos seguintes conjuntos:,02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 18 Português,2025,95,95,2025,50%,50%,,"A licenciatura em Psicologia é o curso ideal para obteres a tua formação inicial em Psicologia, em conformidade com o preconizado no Certificado Europeu de Psicologia - EuroPsy (que te permite exercer atividade em qualquer país da União Europeia!). Desvenda os ""mistérios"" do comportamento humano e explora as várias áreas de atuação da Psicologia (Clínica, Saúde, Educação, Organizações, Social, Trabalho, Justiça,...), ao mesmo tempo que desenvolves uma compreensão crítica das teorias, dos métodos e das dimensões ética e deontológica da profissão.","Acesso a um 2.º Ciclo (mestrado) em Psicologia, indispensável ao exercício profissional da Psicologia; acesso a mestrados em outras áreas científicas e profissionais. O diploma em Psicologia pode ainda constituir um complemento de formação para profissionais provenientes de outras áreas científicas.",,0,0,
Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,Ciências do Meio Aquático,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,35,,,2024,"148,0","144,0",,,2025,,02 Biologia e Geologia 07 Física e Química,2025,120,120,2025,50%,50%,,"Estruturada para a formação de investigadores, docentes e quadros superiores de instituições e de empresas com sólidos conhecimentos teóricos e práticos em Biologia Geral e Aquática, a licenciatura em Ciências o Meio Aquático do ICBAS destina-se a estudantes vocacionados para a biologia marinha, ecologia aquática, biotecnologia marinha, oceanografia, proteção da biodiversidade, aquacultura e pescas, gestão sustentável de recursos aquáticos e tecnologia alimentar. Se é o teu caso, mergulha neste curso!","Investigação científica, aquários e parques biológicos, divulgação científica e educação ambiental, ensino (superior, profissional e secundário), indústria alimentar, aquacultura e pescas, gestão ambiental e qualidade da água (ETARs, laboratórios de análise, etc.).",,0,0,
Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,Medicina,Mestrado Integrado,,6 anos / 360 ECTS,2025,155,,,2024,"185,5",,,,2025,,02 Biologia e Geologia 07 Física e Química 16 Matemática,2025,140,140,2025,50%,50%,Grupo A - Comunicação interpessoal,"""O Médico que só sabe de Medicina, nem de Medicina sabe"". A frase pertence a Abel Salazar - professor histórico da U.Porto e ""patrono"" do ICBAS - e tem a sua expressão máxima neste curso, assente num projeto pedagógico e institucional diferente da formação tradicional da Medicina.
Privilegiando o contacto clínico precoce dos alunos, o curso assume uma abordagem inovadora, assente no equilíbrio entre ciências exatas, biológicas, sociais e médicas, lecionadas por equipas multidisciplinares.
De modo a formar médicos com uma preparação o mais abrangente possível, o ICBAS conta ainda com a colaboração do ""vizinho"" Centro Hospitalar do Porto e de outras instituições de saúde locais.",Carreira Médica; Investigação Médica; Consultadoria na indústria farmacêutica; Ensino médico.,,0,0,
Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,Medicina Veterinária,Mestrado Integrado,,6 anos / 330 ECTS,2025,63,,,2024,"170,8","175,3",,,2025,,02 Biologia e Geologia 07 Física e Química,2025,135,135,2025,50%,50%,Grupo A - Comunicação interpessoal,"Assente numa sólida formação científica nos diferentes domínios ligados direta ou indiretamente ao bem-estar animal, o curso de Medicina Veterinária proporciona-te o treino, ao mais alto nível, em clínica e produção animal, com especial ênfase nos animais de companhia, cavalos, bovinos e pequenos ruminantes.
Parte da formação é lecionada no Centro Clínico de Vairão (Vila do Conde), que inclui o Centro Clínico de Equinos de Vairão (CCEV) e o Centro de Reprodução Animal de Vairão. A componente direcionada aos animais de companhia é lecionada no Hospital Veterinário da Universidade do Porto.","Medicina e Cirurgia de animais de companhia, de produção e de equinos; Controlo das doenças dos animais e Zoonoses; Saúde Pública; Qualidade e Segurança Alimentar; Gestão e desenvolvimento dos sistemas de produção animal; Bem-estar animal e proteção ambiental, e Investigação Científica em todas as áreas das Ciências Biológicas.",,0,0,
Universidade do Porto,Escola Superior de Enfermagem,Enfermagem,Licenciatura - 1º ciclo,,4 anos / 240 ECTS,2025,257,,,2024,"155,5","150,5",,,2025,Um dos seguintes conjuntos:,02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português,2025,100,100,2025,50%,50%,Grupo A - Comunicação interpessoal,"Resultado de uma aposta inovadora de formação interuniversitária, oferecida pela UTAD (sede) e pela U.Porto, esta licenciatura pretende contribuir para a modernização e para a competitividade do setor florestal em Portugal, proporcionando formação superior no domínio dos recursos naturais e da biotecnologia, com ênfase na sustentabilidade e nas questões ambientais e socioeconómicas. Os licenciados estarão aptos para exercer funções profissionais na área e para desenvolver iniciativas empresariais e de dinamização de processos transformadores, podendo igualmente prosseguir estudos em cursos de 2.º e 3.º ciclo.","Atividades técnicas, de investigação e de consultoria em entidades públicas ou privadas, incluindo associações de produtores e/ou proprietários florestais; empresas de gestão e planeamento de recursos naturais; gabinetes de projeto e de consultoria; indústria biotecnológica e florestal; instituições de ensino superior, de investigação científica e de desenvolvimento tecnológico; serviços centrais e regionais da administração pública, autarquias e comunidades intermunicipais.",,0,0,
Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,Ciências e Tecnologias Florestais,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,20,,,,,,,,2025,Duas das seguintes provas:,02 Biologia e Geologia 07 Física e Química 16 Matemática 18 Português,2025,95,95,2025,50%,50%,,,,,,,
